Unnamed: 0,title,text,label
5246,SB Nation Claims New England Patriots Have a ’Trump Problem’ - Breitbart,"New England Patriots Quarterback Tom Brady, Head Coach Bill Belichick, and principle owner Robert Kraft, according to SB Nation staff writer Charlotte Wilder, by supporting New York billionaire Donald Trump during the 2016 presidential campaign, somehow leave their fans struggling with “emotional implications” making it hard for them to watch the games and enjoy the team’s march to a potential fifth Super Bowl victory. [Without citing any hard evidence that the team won’t be supported —  like organized protests or decline in ticket sales —  Wilder instead provides some anecdotal stories about some liberal friends not being able to enjoy the games because they were upset with Trump’s message. She also says Brady’s facebook page was inundated by negative remarks from alleged fans.   But Wilder doesn’t really make a very good case that the fans will be bailing on Tommy and the boys. Significantly, she fails to point out that Boston Red Sox fans didn’t have any problems supporting conservative pitcher Curt Schilling when their team, which sits in the hub of New England’s liberal leaning swath of America, helped upend the   curse of the Bambino by sweeping the St. Louis Cardinals in the 2004 World Series. Now Wilder contends that although Pats fans never lost faith and were able to endure   and   “recently, that blind faith has faced its greatest test in the form of the team’s connection to Republican   Donald Trump. ” Wilder, who hails from Lincoln Mass where 77. 7 % of the population voted for the failed   ticket, argues, “The trouble began when Patriots reporters spotted Brady with a Make America Great Again hat in his locker in Foxboro in the fall of 2015. ” Wilder points out that the New England legend donned the hat “soon after Trump announced his candidacy and called Mexicans rapists in the same speech. ” Wilder’s bias intentionally mischaracterizes Trump’s comment. As Breitbart News reported in June, Trump was not referring to all Mexicans as Wilder implies but “was referring to illegal aliens coming over the U. S.  border who commit additional crimes, such as rape. ”  Wilder demonstrates that she’s the one with the Trump problem when she calls the    “one of the most divisive and   figures in the history of American politics.’  When Brady said back in 2015 that it would be “great” if his “friend” Trump won the election, and Trump responded by saying “Tom Brady is a great friend of mine. He’s a winner and he likes winners,” Wilder claims that shock permeated the internet. Brady never went on record saying who he actually voted for. The SB Nation writer goes on to characterize the man who will be President of the United States on January 20th as one who ran “with the most   (and racist, misogynistic,   Islamaphobic, etc.) rhetoric. ”  To support her case that the Patriots have a “Trump Problem,” the author cites a story that her mom told her about one of her friends, who once was a   fan but can no longer watch Pats games. Wilder’s mom said, “She used to watch every Sunday with her family, and now she just can’t do it. ” Wilder called the friend soon after she was told the story and asked her if she can no longer support the team. “Yeah, I just will not watch,” Susan Pease said:  I really enjoy watching the game with my family. I like what it means for my family to sit down and talk and laugh and watch and snack and now   …     I just, it’s just ruined for me. It’s not the worst thing about this, of course  —   this whole thing stems from my tremendous disappointment over this election and country. But it will forever color my opinion of the team. I will not watch, I will not buy any more jerseys. I’m done. But Pease is not alone,  Wilders claims “at least 6” other people she knows can’t watch the games either. I’m sure that will make a big dent in the ratings for the playoff game at Gillette Stadium in Foxborough, where the Patriots will host the Houston Texans in the NFL Divisional Round on Saturday. ",0
69748,"Donald Trump, ‘Brexit,’ Syria: Your Morning Briefing - The New York Times","Good morning.  Here’s what you need to know: • President Trump is expected to order the construction of a Mexican border wall today and slash immigration of refugees from “terror prone” nations, White House officials said. He pressed automakers to increase jobs in the U. S. but a new forecast of a federal budget deficit that could expand to almost $10 trillion over 10 years could complicate his agenda to cut taxes and ramp up spending. Mr. Trump also revived two pipelines blocked under President Obama: the Keystone XL pipeline, the focus of years of debate over energy needs and climate change and the Dakota Access pipeline, the target of Native American protests. _____ • And tensions are rising between the U. S. and China. Beijing, after a challenge from a Trump spokesman, insisted it had “irrefutable” sovereignty over disputed islands in the South China Sea. China sees opportunities to extend its global reach with Mr. Trump in power, but it also sees a threat to its prized goal, stability. _____ • Israel, discarding diplomatic restraint just a few days into the Trump administration, approved the construction of 2, 500 housing units for Jews in West Bank settlements. A month ago, the Obama administration declined to veto a Security Council resolution condemning the settlements, and last week, a gathering of world leaders warned Israel to stop expanding them. _____ • The office of Prime Minister Theresa May pledged to stay on its timetable for taking Britain out of the European Union despite a top court ruling requiring the approval of Parliament before the process can begin. Political observers said it was unlikely that legislators, despite being largely opposed to Brexit, would try to block the will of the voters. _____ • Three months after Prime Minister Narendra Modi abruptly banned 86 percent of India’s currency in a bid to fight “black money”  —   hidden reserves that feed corruption  —   unemployment is spreading, and some people are going without fruit, vegetables and milk. “This has actually hurt the poor enormously,” one business leader said. Above, a protest over cash shortages last week. _____ • And this year’s Oscar nominations are out. Voters gave “La La Land” 14 nominations, a tie for the most in Academy Award history. The academy also honored six black actors  —   a record. Here is the full list of nominees. _____ • The Alibaba Group beat estimates with strong   earnings. The results showed how much the   giant  —   despite a growing global profile and its record I. P. O. on Wall Street  —   is still dependent on China. • Silver Lake, an investment firm, is leading a $1. 1 billion investment in Koubei, an   business that is part of what is increasingly known as the    sector, or O2O. • President Trump’s pick for the Federal Communications Commission, Ajit Pai, an   from Kansas, is expected to roll back rules that ban internet service providers from favoring certain websites and apps. • Nearly 470 million Chinese citizens used their mobile phones to make payments last year, an increase of 31 percent from 2015, new government data shows. • Japan releases data on its imports and exports for December. The country’s   economy has been struggling despite government efforts at stimulus. • South Korea and Taiwan release G. D. P. figures. • Wall Street was up. Here’s a snapshot of global markets. • China’s 816 nuclear plant, begun in the 1960s, was one of the country’s most ambitious military projects. Today, the   mountain has been reborn as a tourist attraction. [The New York Times] • Peter Thiel, the American billionaire, has taken New Zealand citizenship and quietly acquired a sprawling estate on Lake Wanaka. [New Zealand Herald] • Afghanistan ordered the arrest of nine bodyguards of Gen. Abdul Rashid Dostum, the more senior of the country’s two vice presidents, on accusations of the rape and torture of an Uzbek elder. [The New York Times] • A wave of smog is forecast to engulf four northern Chinese provinces as the Lunar New Year approaches. [Reuters] • Talks in Astana, Kazakhstan, may have done more to to firm up Russia’s growing role in diplomacy over Syria than to create any progress toward peace. [The New York Times] • A proposal to ban the display of Vietnam’s flag on city poles has divided the Vietnamese community of San Jose, Calif. [The Mercury News] • Gambia’s former president, Yahya Jammeh, didn’t go into exile in Equatorial Guinea  : He left with two   a   and a plane full of luxury items. [The New York Times] • China’s government has shut down 111 of the country’s 683 golf courses since 2011, citing illegal land or water use. [Xinhua] • Scientists found the fossils of a huge, nearly    otter that roamed rivers and lakes in southwestern China about 6. 2 million years ago. [Reuters] • Doing just 12 minutes of yoga can improve your bone health. • Vacations don’t have to be all about relaxing: Here’s how to plan one with some good deeds along the way. • Recipe of the day: Try this grilled cheese sandwich featuring mayonnaise for some midweek comfort food. • In China, members of the Tanka people have survived on southern coastal waterways, and on the margins of society, since ancient times. As big cities spread, their floating way of life is disappearing. • Genetic research is taking some truly   turns. Ant researchers have identified the molecular and neural cues that help explain social behaviors, including caring for young, breeding  —   even capturing and   upstarts, like tiny police officers. • And a pioneering scientist, Maria Sibylla Merian, captivated Europeans 300 years ago with her studies of insects. Now, her findings are being celebrated again. Grandstands filled with cheering fans, perfectly plated vegetables, and your country’s name on the line  —   this isn’t your typical cooking competition. This is the Bocuse d’Or, or the culinary version of the Olympics. The competition, which takes place this week in Lyon, France, was founded by the master French chef Paul Bocuse. He was influential in establishing nouvelle cuisine, which emphasizes ingredients and presentation. At 90, Mr. Bocuse remains a king among chefs. Long before “  ” became a trendy concept, a    Bocuse was learning how to butcher a cow for his first restaurant job. He eventually joined his father at their family restaurant, L’Auberge du Pont de Collonges. One year after he took over, the restaurant won a Michelin star. He recalled how early in his career he wowed a prominent food critic with fresh ingredients. Mr. Bocuse served haricots verts picked that morning, lightly boiled and served with olive oil, shallots and salt. In 1966, The Times’s Craig Claiborne described the restaurant outside of Lyon as “one of the most elegant and proudest restaurants outside of Paris. ” Mr. Bocuse, though, once offered a less refined assessment of his skills. “Some men have mistresses,” Mr. Bocuse once said. “I run a luxury restaurant. ” Remy Tumin contributed reporting. _____ Your Morning Briefing is published weekday mornings. What would you like to see here? Contact us at asiabriefing@nytimes. com.",0
26910,Death Toll From Brazil Prison Riot Reaches 26 Decapitations Are Seen - The New York Times,"RIO DE JANEIRO  —   The death toll from a riot in a penitentiary in northeastern Brazil rose on Sunday to 26 prisoners, increasing the number of prison killings in the country this year to more than 120. Decapitations and mutilations are common in Brazil’s violent, overcrowded prisons, in which 40 percent of inmates have yet to be sentenced, but the latest wave of brutality has appalled many here. The riot began around 5 p. m. on Saturday at the State Penitentiary of Alcaçuz, 13 miles from Natal, in the state of Rio Grande do Norte, and continued until around 7 a. m. on Sunday, when riot police officers took control of the prison. “The situation of the rebellion is controlled,” said Maj. Eduardo Franco of the Rio Grande do Norte police. On Sunday, the authorities initially said they had found 27 bodies, but the death toll was later revised to 26 Major Franco said there had been a mistake. Many of the bodies were mutilated. The prison has a capacity of 620 but was holding around 1, 100 prisoners when the riot began, the authorities said. All of the inmates had been sentenced, Major Franco added. Wilma Batista, the director of the prison agents’ union in Rio Grande do Norte, sent a photograph of two headless, mutilated corpses in a prison yard via a cellphone messaging service and said she had seen many others. “We are shocked,” she said. With Brazil swamped in recession, President Michel Temer’s government reeling from one graft scandal after another, and a wave of seemingly uncontrollable prison violence, many Brazilians feel they are going back to a darker recent past when crime, corruption and the economy were out of control. “We thought we had turned that page, and now it is coming back,” said Mauricio Santoro, a professor of international relations and political science at the State University of Rio de Janeiro. The killings reflected the escalation of a deadly gang war that exploded when 56 prisoners were massacred in Manaus, in Amazonas State, on Jan. 1. Four more were killed the next day in another jail in the city. The state authorities attributed the Manaus deaths to the Family of the North, an Amazon drug gang that had attacked prisoners connected to a rival gang, the São   First Capital Command, known by its Portuguese abbreviation, P. C. C. The gangs were believed to be fighting for control of lucrative drug smuggling routes. The P. C. C. was for years allied with a Rio de Janeiro drug gang called the Red Command. Last year, the alliance fell apart, leading to a spate of prison killings. On Jan. 6, after the Manaus massacre, 33 prisoners were found butchered at a prison in Boa Vista in Roraima State, in the far north of Brazil. The state authorities said the P. C. C. was behind the killings. Four more prisoners were killed in a third Manaus prison after being moved from the site of the first massacre. The riot on Saturday night began when prisoners linked to the P. C. C. rebelled during visiting hours, Ms. Batista said. They were in a separate prison, Rogério Coutinho Madruga, which is next to Alcaçuz and effectively part of the same complex. She said that just six prison agents were on duty, and that they managed to free visitors before retreating to another block. “The agents saved the visitors and had to retreat” because prisoners set the block on fire, Ms. Batista said. The escaped prisoners then attacked a block inside the Alcaçuz jail that housed men from another gang, the Rio Grande do   Crime Syndicate, Ms. Batista said. Since 2015, many of the cells inside Alcaçuz have had no bars, and prisoners wander freely 24 hours a day, Ms. Batista said. Police officers and prison guards managed to stop the killing from spreading further, but electricity to the prison was cut. The police decided to wait until dawn before entering, and they restrained desperate relatives who were trying to get inside. Lincoln Gakiya, a state prosecutor from an organized crime unit in São Paulo State who has specialized in the P. C. C. said its split with the Red Command was behind the crisis. The Rio gang has allied with five other gangs around Brazil, including the Crime Syndicate. “This war is for the hegemony of the drug trade,” Mr. Gakiya said. “The prison system is not prepared for this gang war. There is no place to separate the gangs. The system is overcrowded, so the tendency is to get worse. ” A cellphone video circulating on social media showed a man with his face covered, brandishing what looked like a machete or a sword, walking among a large number of mutilated bodies in what appeared to be a prison yard. The letters P. C. C. were scrawled in what looked like blood on a wall. Although it was impossible to verify the video, the bodies visible were wearing blue shorts similar to those worn by prisoners shown in local news reports. Grisly videos like this have circulated after all of the attacks. Sublieutenant Eliabe Marques, a police officer and the president of a Rio Grande do Norte state association of police and firefighter sublieutenants, said the dispute between the P. C. C. and the Crime Syndicate had grown worse recently. “In jail, the prisoner has to join one or other of the gangs, P. C. C. or the Crime Syndicate,” he said. “It is a phenomenon that is making the situation in Rio Grande do Norte even more serious. ” Ms. Batista said the prison agents’ union had warned of potentially explosive conditions inside the prison but had been ignored. “It is very sad, not just for the butchery, but to see organized crime face the state, the power of the state, leaving more scars on prison agents who suffer psychologically and physically from such a stressful profession,” she said.",0
21669,Philippine police chief defends deadly drug war of the 'Davao Boys',"MANILA (Reuters) - The police chief of the Philippines on Wednesday stood by the head of a secretive unit behind dozens of killings in the country s war on drugs, saying officers fired only in self-defence and the death toll reflected the danger and the scale of the narcotics problem. National police chief Ronald dela Rosa was responding to a Reuters Special Report that spent four months examining killings by one group of policemen from or near Davao City, the hometown of Philippine President Rodrigo Duterte. Dela Rosa said police district 6 in Quezon City had Metro Manila s most serious drug problem and he personally sent squad commander Lito Patay there because he was a  very professional  and  very dedicated  officer capable of dealing with it. Patay handpicked and headed a unit of 10 men who called themselves the  Davao Boys , which racked up the highest number of kills in Quezon City, a violent frontline in Duterte s ferocious anti-narcotics campaign.  Police station 6 officers killed 108 people in anti-drug operations from July 2016 through June 2017, the campaign s first year, accounting for 39 percent of Quezon City s body count, according to official crime reports analyzed by Reuters. A majority of the killings were carried out by the squad run by Patay, who was reassigned to Quezon City just a few weeks after Duterte unleashed his crackdown.  He (Patay) was chosen because I have big trust in him, he has the balls to face the problems. He will fight,  dela Rosa told reporters.  He is not an officer who is after money, who will be assigned in an area only to collect money, he is not that kind of officer. He has focus. I assigned him there because I know he can deliver.  Asked about the high rate of killings in areas under Patay, he said deaths were inevitable where the drugs trade was rampant.  So what s the problem? The worst drug problem is there in station 6, so if you hit the problem head on, you face the problem head on then, there would always result in casualties,  he said.     Nearly 4,000 mostly urban poor Filipinos have been killed in anti-drug operations since July 2016. Police reject activists  allegations they have executed drug users and peddlers and say they kill only when their lives are in danger. Dela Rosa said Patay has since been reassigned to another province to make him eligible for promotion, reflecting his success in convincing drug suspects in Quezon City to surrender to the authorities.  He said Patay had been  given a free hand  at station 6 and had command responsibility over his operations.   It is his own call whatever he does there, he has to solve the drug problem,  dela Rosa said. The story of the Davao Boys also highlights a larger dynamic: Many of the drug war s key police officers - dela Rosa included - hail from or served in Duterte s hometown, where the campaign s brutal methods originated during his time as mayor. Duterte has repeatedly denied he ordered the killings of criminals and drug dealers during his 22 years as Davao mayor, or his 17 months as president. Dela Rosa appeared frustrated when asked by a reporter if he personally had ordered the deaths of drug suspects in Quezon City. He said Patay s men had no alternative but to kill armed criminals who refused to go quietly.  He was placed there to address the drug problem, and not to kill those who deserved to be killed,  he said of Patay.  If they resist, why would you risk your life? You have to fight back.       ",0
27638,Will the Polar Vortex Return This Winter? - Russia News Now,"This post was originally published on this site By Jeremiah Johnson Ready Nutrition November 3, 2016 
ReadyNutrition Guys and Gals, “Old Man Winter” is starting to rear his ugly head. Yeah, so what? So there is a difference this year on three fronts. The first has to do with the weather itself, and the second is the situation in the U.S. and the world. Throughout history winter has been (at times) so severe as to cause large numbers of deaths and great hardships. Throughout history warfare has been conducted during the winter months after the harvest has been taken in. Between you and I, the harvest is being taken in, and the whole world has been on the brink of war for quite some time. The third front: in the U.S., with the election. 
Weather, War, and Domestic Issues Could be a Recipe for Disaster 
Let’s address the weather portion first. Think Progress posted an article on the polar vortex shift that will affect our winter considerably. The polar vortex is usually “confined” to an area around the North Pole. It is a gigantic, constantly-moving system of air that is circulating and swirling. As the site mentioned, the last polar vortex shift affected more than 200 million people in 2014. I can attest to the fact that I was one of them: in January of 2014, it was -26 Fahrenheit outside of my cabin, and never rose above -10 Fahrenheit for almost the entire month. 
From the perspective of a global war, the Ukrainian-Russian situation is intensifying with the Ukrainian Army moving troops and equipment into Eastern Ukraine for operations against the separatists. As we speak, a Russian fleet is sailing toward Syria. The fighting in Syria between Assad’s forces and the Russian army and the Islamic terrorists is burning fiercely. The U.S. and Russia are facing off toward a nuclear war. North Korea continues to test missiles and threatens an EMP (Electromagnetic Pulse) and/or nuclear attack on the U.S. about once a week. 
That “third front” of the domestic situation in the U.S…. believe it or not, here is the highest potential for something bad to occur. Such is because Obama will think nothing of enacting Martial Law with either the advent of civil unrest and rioting, and/or a nuclear war. The volatility and unpredictability of the situation can be the undoing of the entire country. ",1
59941,"Keystone XL builders can use non-U.S. steel, White House says now","(Reuters) - The Keystone XL oil pipeline does not need to be made from U.S. steel, despite an executive order by President Donald Trump days after he took office requiring domestic steel in new pipelines, the White House said on Friday.  “It’s specific to new pipelines or those that are being repaired,” White House spokeswoman Sarah Sanders told reporters on Air Force One, when asked about a report by Politico that Keystone would not need to use U.S. steel, despite Trump’s order issued on Jan. 24. “Since this one is already currently under construction, the steel is already literally sitting there, it’s hard to go back. Everything moving forward would fall under that executive order,” Sanders said. The southern leg of Keystone is completed and started pumping oil in 2013. Some pipe segments that could be used for Keystone XL, which would bring oil from Alberta, Canada to Nebraska, have already been built. Former Democratic president Barack Obama rejected TranCanada Corp’s (TRP.TO) multibillion-dollar pipeline, saying it would not benefit U.S. drivers and would contribute emissions linked to global warming.  Trump’s order expedited the path forward for TransCanada to reapply to build Keystone XL.  In weeks after issuing the order, Trump said in speeches and in meetings, including one with manufacturing CEOs, that Keystone would be required to use U.S. steel. In a speech this week to a joint session of Congress, Trump softened that stance saying new pipelines would have to be made with it. Economists told Reuters days after Trump issued the order that the steel requirement had many loopholes, would not be easily enforceable, and could violate international trade law. Even if there were no loopholes, U.S. steelmakers would receive negligible benefit from Keystone XL, because they have limited ability to meet the stringent requirements for the project. The office of Canadian Prime Minister Justin Trudeau said it welcomes the allowance of non-U.S. steel, calling it a “recognition that the integrated Canadian and U.S. steel industries are mutually beneficial.”  TransCanada said it was encouraged by the White House statement on non-U.S. steel and that its presidential permit application on Keystone was making its way through the approval process.  Canadian Public Safety Minister Ralph Goodale said on Twitter that allowing non-U.S. steel was “important for companies like Evraz Steel,” a local subsidiary of Russia’s Evraz PLC, which had signed on to provide 24 percent of the steel before Keystone XL’s rejection by Obama. ",0
51120,BREAKING VIDEO: TERRORIST KILLS RUSSIAN AMBASSADOR TO TURKEY In Cold Blood…Terrorist Shouted “Alahu Akbar!”,"The attack on Russian envoy Andrey Karlov, who died of gunshot wounds received during an official event in the Turkish capital, Ankara, is qualified by Moscow as a  terrorist act,  the Foreign Ministry says. This is a tragic day in the history of Russian diplomacy. Today, Russian Ambassador to Turkey Andrey Karlov died after being shot at during a public event in Ankara,  Russian Foreign Ministry spokesperson Maria Zakharova said.The topic of the killing of the Russian diplomat will be raised at the UN Security Council on Monday, ministry spokeswoman Maria Zakharova said.The Russian Foreign Ministry will issue a statement later in the day, she added. The shooter claimed he did it for Aleppo and shouted  Alahu Akbar!  immediately after the shooting. The media will do what they always do and claim that this is a  disturbed  individual who acted alone. Deflecting the truth that this is Islamic terrorism is what the media does but we know what this is  WARNING DISTURBING VIDEO: https://www.youtube.com/watch?v=UPt25Gk1Z88",1
33590,"BOILER ROOM – EP #49 – WHAT is REAL: Brussels, Yemen, Trump?","Tune in to the Alternate Current Radio Network (ACR) for another LIVE broadcast of  The Boiler Room  starting at 6 PM PST | 9 PM EST every Wednesday. Join us for uncensored, uninterruptible talk radio, custom-made for barfly philosophers, misguided moralists, masochists, street corner evangelists, media-maniacs, savants, political animals and otherwise lovable rascals.Join ACR hosts Hesher, & Spore along with Randy J of 21Wire, Jay Dyer from Jays Analysis, Daniel Spaulding of Soul of the East, Basil Valentine of Sunday Wire fame and Andy Nowicki of Alt Right Blogspot. In this broadcast listeners will be hearing us go around the BOILER ROOM on the Brussels Attack, Yemen, Trump, Cruz, Voter Fraud, Real Time Face mapping video effects and more! If you want to participate, bring something interesting to throw into the boiler Join us in the ALTERNATE CURRENT RADIO chat room.BOILER ROOM IS NOT A POLICTALLY CORRECT ZONE! LISTEN TO THE SHOW IN THE PLAYER BELOW   ENJOY! REFERENCE LINKS:",1
62168,"INDIANA: “BLACK MALE” FIRES Several SHOTS At Truck With Make America Great Again, USA Flags…HELP Police Find Him","Indiana State Police say shots were fired at a truck carrying a  Make America Great Again  flag and an American flag on eastbound I-465 Tuesday.Officers believe the shots were fired from a newer white 4-door Chevrolet Malibu with a Louisiana plate near Emerson Avenue around 4 p.m.The victim and a witness informed police that the Malibu pulled up next to the pickup truck, a passenger held a handgun out of the window and then a male fired several shots.Police say no one was in injured in the incident.The driver of the Malibu was described as a black male around the age of 23. The passenger was described as a light skinned black male with a sleeve tattoo on his right arm.Via: FOX 59",1
47912,6 Ways To Know For Sure That What You’re Drinking... | ClickHole,"Email Knowledge is power. 
1. Put a pork slice in there and see if it makes that real pork-on-cup sound: Just give it a couple shakes and listen for that unmistakable sound that can only come from cup-to-pork contact. If so, friend: You have a cup on your hands. 
2. Mail a letter to the Department of Drinking Receptacles: This government agency was started by Dwight Eisenhower in 1953 to help citizens identify what items in their homes are cups. It’s your tax dollars at work, so take advantage! 
3. Apply the helpful acronym C.U.P.: It stands for “Cups Usually Pour,” and it just might save your ass one day. 
4. It’s big enough to fit your entire tongue into, but small enough that you can’t swim inside: Remember: You should be able to reach the liquid, but if you feel yourself drowning, you are not drinking from a real cup. 
5. It meets the biblical definition of a cup: Think back to your days in Sunday school to recall that “with hole in top, open to the Lord, and bottom closed to sin, such is the true cup.” Leviticus 6:19. Who said Church was useless?? 
6. It says “Welcome to Hawaii” on it: If you don’t know if it’s a cup or not by this point, you’re a lost cause. ",1
8161,"Ex-rep: 'If Trump loses, I'm grabbing my musket'","Ex-rep: 'If Trump loses, I'm grabbing my musket' Previously tweeted call for 'war' against Obama after Dallas police shootings Published: 15 mins ago 
(The Hill) A former congressman on Wednesday threatened to grab his musket if GOP nominee Donald Trump loses the presidential election. 
On November 8th, I’m voting for Trump,” former Rep. Joe Walsh (R-Ill.) tweeted on Wednesday. 
“On November 9th, if Trump loses, I’m grabbing my musket.You in?”",1
3026,A War of Brothers in Iraq: ‘I Will Kill Him With My Own Hands’ - The New York Times,"FALLUJA, Iraq  —   In the days leading up to the storming of Falluja by Iraqi forces, Brig. Gen. Hadi Razaij, the leading Sunni police commander in the campaign, sat on a cot in an abandoned house near the front line. He described the resistance that lay ahead: a determined force of hundreds of jihadists that had months to prepare. General Razaij’s presence on the battlefield shows that local Sunnis, and not just the Shiite forces that now dominate Iraqi politics, are fighting to liberate their own communities, and has helped tamp down fears that the battle for Falluja would heighten sectarian tensions. He was dispassionate as he described the challenges, but for him the fight was personal, too. General Razaij’s brother stands accused of being a member of the Islamic State and is in a prison cell after being arrested at a checkpoint with a car full of explosives. In northern Iraq, Nofal Hammadi, the    of Mosul, is working with the United States to plan for that city’s liberation from the Islamic State. He, too, has family in the fight: Mr. Hammadi’s brother is an Islamic State official, having appeared in a video pledging his allegiance to the terror group and disowning his brother. Even as the central question of Iraq remains unanswered  —   whether the country’s Sunni minority and Shiite majority can ever peacefully coexist in a unified state  —   the experiences of General Razaij, Mr. Hammadi and others add a troubling corollary: It is not clear that Iraq’s divided Sunnis will ever be able to find peace among themselves after a conflict that in many ways is playing out as a war within families. After all, when Iraqi Sunnis talk about fighting the Islamic State, it is not a discussion of some shadowy and unknowable force. It is about sons and brothers, nephews and neighbors. “Today we don’t necessarily need reconciliation between Sunnis and Shiites,” General Razaij said. “We need reconciliation among one sect. ” (General Razaij has given conflicting statements about his jailed brother, telling the local news media that he had disowned him. But in an interview with The New York Times, he said he believed his brother was innocent.) General Razaij was asked how many of his men were fighting against brothers or other close relatives who had joined the Islamic State, also known as ISIS or ISIL. “It’s so many,” he said. One of General Razaij’s men, Salih Ibrahim Sharmoot, is a policeman from Falluja who has been fighting along the city’s southern edge  —   a battle in which government forces made quick and surprising gains on Friday, capturing the main government compound. He said his brother Muwafaq joined ISIS in 2013. Antigovernment fervor was running strong in Falluja, in opposition to the sectarian policies of Nuri Kamal   the prime minister at the time, who had ordered the mass arrests of Sunni men on often unsubstantiated terrorism charges. “If I catch him during the battles, I will kill him with my own hands because he is a criminal,” Mr. Sharmoot said about his brother. For Iraq ever to be at peace with itself after the end of the Islamic State, it will require reconciliation on a number of levels, especially within the Sunni community. That minority fell from power after the United   invasion in 2003 and has witnessed its own decimation, with millions of its followers now displaced from their homes as fighting between government forces and ISIS rages across   areas. The last time this happened, in 2006 and 2007, it took American money and influence to pacify Sunni areas then in the grip of Al Qaeda in Iraq, the forerunner of the Islamic State. With the   Sunni Awakening, former insurgents were paid to switch sides and ally with the government. That required a measure of reconciliation, if not forgiveness, within the Sunni community. This time, most everyone agrees, will be different. Without the United States as a mediator, or its money to buy loyalty,   and revenge are likely to rule the day. “Never,” General Razaij said when asked if peaceful reconciliation was possible among Sunnis. “For those who slaughtered Iraqis, it’s a crime for them to live. ” Iraq’s Shiites seem to recognize this, and have been keen to essentially outsource the business of determining who is or is not an Islamic State collaborator or sympathizer. When government forces liberate a village from ISIS, they often turn to local Sunnis to determine who should be arrested, according to interviews with officials and Sunni residents. And when allegations of militia abuses surfaced recently, including the torture and executions of men fleeing the fighting around Falluja, a prominent group of   Sunnis came to the defense of the government, emphasizing the importance of taking a hard line. In a televised news conference, Abu Azam   a leader of Sunni tribal fighters in Anbar Province, which includes Falluja, stressed the tribal traditions of Iraq. He said he would not “forget or forgive the killers from ISIS. ” More than a dozen recent interviews, with Sunnis from areas where the Islamic State has had a presence, revealed the extent to which the terror organization has divided families. In many cases, they described a familiar pattern of radicalization for their relatives  —   beginning not with any special interest in religion, but rather the 2003 invasion and the Sunni insurgency that followed. Many spent time in   prisons in Iraq, where they studied the Quran and plotted jihad. In 2013, when Mr. Maliki’s policies sparked nationwide Sunni protests, there was a ready constituency of aggrieved and radicalized Sunnis the Islamic State could exploit. Alaa   a Sunni from Salahuddin Province who has joined a   militia, said that his uncle, a member of the Islamic State, was not religious before he spent time in an American prison in Iraq. “He used to not even pray or fast, and did not like religious subjects,” Mr. Jibouri said. In Diyala Province, a farmer who asked to be identified as Abu Anas said his younger brother, Hatim, was swayed in 2014 by politicians and clerics calling for an end to the unjust treatment of Sunnis carried out by the   government. “The Sunni youth, among them my brother, were caught up in the swirl of sectarian tensions,” he said. At the time, Mr. Anas said, the movement felt like a tribal revolution against oppression, but was quickly subsumed by the Islamic State. “I never would have imagined my simple, naïve,   brother would turn into a human monster,” he said. “He used to be afraid of even slaughtering a chicken, and would make excuses not to do so. ” Mr. Anas joined with government forces to fight the Islamic State, carrying a Kalashnikov rifle that had been in his family for almost two decades. He said he later had received a text message from his brother: “You chose the path of hell, and I chose the path of heaven. ” The Islamic State recently released a video from Mosul that purported to show a fighter executing his older brother, described in the video as a government spy. As the bearded ISIS fighter stood over his kneeling brother, who was dressed in an orange jumpsuit, he addressed his family and tribe and said he was acting in their name to “purify” the shame his brother brought to them. Then he shot him in the head. Thousands of Sunni tribal fighters and local policemen, partly motivated by revenge for the devastation the Islamic State has brought to their communities, have joined government security forces and Shiite militia groups in the fight for Falluja, the third major battle for that city since 2003. “This is the last time we are going to go into Falluja,” said Mouwafak   a prominent Shiite politician and Iraq’s former national security adviser, who has predicted a bloody   battle after the city was liberated. “There is not going to be any appeasement. The Sunnis who liberate Falluja are going to govern Falluja. ” He said that those men were more attuned to the traditional tribal rhythms of life in Anbar, and that their loyalty to Baghdad could be bought. “The tribal fighters don’t even know how to pray,” he said. “They like their booze and they enjoy life. They are motivated by two things: money and power. ”",0
